Distance_km,Travel_Time_min,Avg_Speed_kmh,Traffic_Level,Vehicle_Type,Fuel_Type,CO2_Emission_kg
2.5,13.2,11.4,Severe,Motorcycle,Petrol,0.4
18.9,35.2,32.2,Moderate,SUV,Diesel,4.95
29,69,25.2,High,SUV,Diesel,8.79
5.3,10.4,30.5,Moderate,SUV,Petrol,1.54
12.2,17.5,41.8,Moderate,Motorcycle,Petrol,1.23
18.5,39.5,28.1,High,Hatchback,Petrol,3.74
8.5,28.8,17.7,High,SUV,Petrol,3.05
8,11.5,41.8,Moderate,Hatchback,Petrol,1.38
27.1,68.3,23.8,High,Motorcycle,Petrol,3.36
27.5,79.7,20.7,High,Hatchback,Petrol,6.55
3.6,5.6,38.5,Moderate,Motorcycle,Petrol,0.37
7.7,20.7,22.3,High,Sedan,Petrol,2.13
4.2,14.4,17.5,High,SUV,Petrol,1.61
6.9,19.6,21.1,High,Motorcycle,Petrol,0.88
3.6,7.2,30.2,Moderate,Hatchback,Diesel,0.56
16.3,24.2,40.4,Moderate,Hatchback,Petrol,2.84
11.7,36,19.5,High,Hatchback,Diesel,2.38
9.1,65,8.4,Severe,Motorcycle,Petrol,1.46
9.6,64,9,Severe,Hatchback,Diesel,2.35
15.9,18.9,50.5,Low,SUV,Petrol,4.29
6.3,6.3,59.9,Low,SUV,Diesel,1.32
14.2,22.3,38.2,Moderate,Sedan,Petrol,3.18
13,31.3,24.9,High,Hatchback,Petrol,2.88
21.6,77.1,16.8,High,Hatchback,Petrol,4.82
4.1,7.5,33,Moderate,SUV,Petrol,1.17
12.1,87.5,8.3,Severe,Hatchback,Diesel,3.2
30,38.8,46.4,Low,Sedan,Diesel,4.9
3.8,28.5,8,Severe,Sedan,Petrol,1.27
4.3,13.1,19.7,High,SUV,Petrol,1.65
8.8,30,17.6,High,Hatchback,Petrol,2.05
21.4,72.5,17.7,High,Sedan,Diesel,5.11
8.8,21.4,24.7,High,SUV,Petrol,3.35
9.5,11.1,51.2,Low,Sedan,Diesel,1.64
5,9.9,30.4,Moderate,SUV,Diesel,1.33
9.4,11,51.2,Low,Hatchback,Petrol,1.48
16.8,42.7,23.6,High,Sedan,Diesel,4.18
6.2,22.7,16.4,High,SUV,Petrol,2.28
13.8,35.4,23.4,High,Motorcycle,Petrol,1.71
11.6,25,27.8,High,Motorcycle,Petrol,1.31
12.4,135.3,5.5,Severe,Hatchback,Petrol,3.56
5.7,15.8,21.7,High,Motorcycle,Petrol,0.73
6,21.8,16.5,High,Sedan,Petrol,1.56
6.8,20.8,19.6,High,Sedan,Petrol,1.89
44.1,54.8,48.3,Low,Sedan,Petrol,8.48
16.6,59.6,16.7,High,SUV,Petrol,6.11
34.5,54.8,37.8,Moderate,SUV,Petrol,10.01
7.7,27.8,16.6,High,Sedan,Petrol,2.19
5.7,13.3,25.8,High,Hatchback,Petrol,1.25
28.8,79.3,21.8,High,SUV,Diesel,8.78
15.3,15.6,59,Low,SUV,Petrol,3.98
22.7,33.2,41,Moderate,Hatchback,Petrol,4.04
27.6,37,44.7,Moderate,Motorcycle,Petrol,2.8
9.7,61.3,9.5,Severe,Hatchback,Petrol,2.87
13,28,27.9,High,SUV,Diesel,3.8
7,11.9,35.2,Moderate,SUV,Diesel,1.81
47.6,144.2,19.8,High,Hatchback,Petrol,10.93
16.7,24.3,41.2,Moderate,SUV,Petrol,4.94
27.8,35.3,47.2,Low,SUV,Petrol,7.41
4.3,6.1,42.6,Moderate,SUV,Petrol,1.26
8.5,8.8,58,Low,SUV,Diesel,1.92
12.4,27.6,27,High,Hatchback,Diesel,2.38
9.7,71.9,8.1,Severe,Sedan,Petrol,3.26
17.8,39,27.4,High,Motorcycle,Petrol,2.15
17.6,27,39.1,Moderate,SUV,Diesel,4.38
7.5,9.5,47.6,Low,Sedan,Petrol,1.41
11.3,20.1,33.8,Moderate,Hatchback,Diesel,1.76
4.6,4.7,59,Low,Sedan,Diesel,0.78
13.6,41.2,19.8,High,Hatchback,Petrol,2.99
14.2,27.1,31.4,Moderate,Hatchback,Petrol,2.58
3.7,9.7,23,High,Motorcycle,Petrol,0.49
35.2,97.3,21.7,High,Motorcycle,Petrol,4.61
19.6,59.4,19.8,High,Motorcycle,Petrol,2.65
6.3,8.6,43.7,Moderate,SUV,Petrol,1.86
2.4,8,17.9,High,Sedan,Diesel,0.57
48.4,63.1,46,Low,SUV,Diesel,11.04
2.8,4.1,40.5,Moderate,Motorcycle,Petrol,0.28
19.4,67.3,17.3,High,Sedan,Petrol,5.08
8.4,13.1,38.6,Moderate,Hatchback,Petrol,1.53
14.3,15.6,55.1,Low,Sedan,Petrol,2.75
15.9,59.3,16.1,High,Motorcycle,Petrol,1.98
13,13.8,56.5,Low,Sedan,Petrol,2.51
15.3,18,50.9,Low,SUV,Petrol,4.16
7.4,34.2,13,Severe,SUV,Petrol,3.64
15.6,20.8,45.1,Low,Sedan,Petrol,3.1
8,57.1,8.4,Severe,Sedan,Petrol,2.76
3.8,12.7,17.9,High,Hatchback,Diesel,0.79
34,212.5,9.6,Severe,Sedan,Petrol,11.2
7.8,13.4,35,Moderate,Hatchback,Diesel,1.21
19,31,36.8,Moderate,Sedan,Petrol,4.2
13.6,22.4,36.4,Moderate,Hatchback,Petrol,2.44
14.4,50.8,17,High,SUV,Diesel,4.54
4.4,8.1,32.6,Moderate,Sedan,Diesel,0.89
6.3,8.7,43.3,Moderate,Hatchback,Petrol,1.06
10.3,17.1,36.1,Moderate,Sedan,Diesel,2.03
20,28.8,41.6,Moderate,Hatchback,Petrol,3.62
12.9,20.5,37.7,Moderate,Hatchback,Petrol,2.42
32.1,110.1,17.5,High,Sedan,Petrol,8.49
29.9,144.7,12.4,Severe,Sedan,Petrol,10.01
10.6,20.8,30.6,Moderate,Hatchback,Diesel,1.69
14.5,14.6,59.7,Low,Hatchback,Diesel,2.03
32.5,51,38.2,Moderate,Hatchback,Diesel,5.18
18.4,31,35.6,Moderate,Motorcycle,Petrol,1.92
8.9,14.4,37.2,Moderate,Sedan,Petrol,1.88
2.6,8.6,18.2,High,Hatchback,Petrol,0.61
3.8,8.8,25.8,High,Sedan,Petrol,0.92
8.7,11.4,45.6,Low,Sedan,Petrol,1.67
6.6,8.1,48.9,Low,Hatchback,Diesel,0.93
10.2,24.6,24.9,High,Hatchback,Petrol,2.33
56.7,59.2,57.5,Low,Sedan,Diesel,9.95
7.3,10.7,40.9,Moderate,Hatchback,Petrol,1.3
5.1,6.4,48,Low,Motorcycle,Petrol,0.46
3.2,3.7,52.1,Low,Sedan,Petrol,0.63
11.2,21,32,Moderate,Sedan,Diesel,2.29
16.5,27.8,35.6,Moderate,Hatchback,Petrol,2.97
31.8,49.2,38.8,Moderate,SUV,Diesel,8.24
3.1,5.6,33.5,Moderate,Motorcycle,Petrol,0.32
26.1,28.2,55.6,Low,SUV,Petrol,6.53
7.2,21.9,19.7,High,Hatchback,Petrol,1.68
8.8,14.9,35.5,Moderate,Hatchback,Diesel,1.46
8.3,14,35.6,Moderate,Sedan,Petrol,1.79
7.6,16.4,27.8,High,SUV,Diesel,2.18
11.6,19.3,36,Moderate,Hatchback,Petrol,2.19
11.6,136.5,5.1,Severe,Hatchback,Petrol,3.51
2.5,4.8,31.2,Moderate,Hatchback,Petrol,0.48
15.2,38,24,High,Motorcycle,Petrol,2.03
14.4,21.7,39.9,Moderate,SUV,Petrol,4.12
15.2,28.1,32.5,Moderate,Hatchback,Petrol,2.67
10,29.6,20.3,High,Hatchback,Petrol,2.3
10.7,13,49.3,Low,SUV,Diesel,2.32
41.9,140.4,17.9,High,Motorcycle,Petrol,5.46
5.3,6.9,46.1,Low,Hatchback,Diesel,0.76
56.9,144.7,23.6,High,SUV,Diesel,18.11
17.6,110,9.6,Severe,Sedan,Petrol,5.77
2.5,5,29.9,High,SUV,Petrol,0.84
47.9,50,57.5,Low,Hatchback,Petrol,7.8
21.1,129.2,9.8,Severe,Hatchback,Diesel,5.23
30.2,181.2,10,Severe,Hatchback,Diesel,7.95
3.6,5.5,39.3,Moderate,Hatchback,Petrol,0.69
16.6,37.6,26.5,High,Sedan,Petrol,4.13
14.9,63.9,14,Severe,Motorcycle,Petrol,2.43
57.9,104.3,33.3,Moderate,Sedan,Petrol,13.09
15.4,25.7,35.9,Moderate,SUV,Petrol,4.84
14.6,57.6,15.2,High,Hatchback,Petrol,3.3
12.6,22.5,33.6,Moderate,Sedan,Petrol,2.73
12.1,35.2,20.6,High,Motorcycle,Petrol,1.53
3,5.4,33.4,Moderate,Hatchback,Petrol,0.54
5,5.1,59.4,Low,Hatchback,Diesel,0.68
20,52.6,22.8,High,SUV,Diesel,6.2
15.7,23.3,40.4,Moderate,Hatchback,Diesel,2.41
14.5,24.6,35.4,Moderate,Sedan,Diesel,2.78
3,6.1,29.4,High,Hatchback,Petrol,0.64
8.2,12.3,40.1,Moderate,Sedan,Diesel,1.59
4.3,15,17.2,High,Hatchback,Diesel,0.85
15.7,58.5,16.1,High,Hatchback,Petrol,3.54
4.1,12.9,19.1,High,Sedan,Diesel,0.99
19.7,36,32.8,Moderate,Hatchback,Diesel,3.24
30.5,38.5,47.5,Low,Hatchback,Petrol,5.06
10.3,14.9,41.5,Moderate,Hatchback,Petrol,1.75
18.9,33.6,33.7,Moderate,Hatchback,Petrol,3.36
20.4,43.9,27.9,High,Hatchback,Petrol,4.49
12.7,17.1,44.5,Moderate,SUV,Petrol,3.67
16.4,26,37.9,Moderate,Sedan,Petrol,3.54
18,30.4,35.5,Moderate,Hatchback,Petrol,3.16
32.7,53,37,Moderate,Hatchback,Diesel,5.52
10.1,17.6,34.4,Moderate,Hatchback,Petrol,1.84
6.5,12,32.4,Moderate,SUV,Petrol,1.93
5.4,7.8,41.5,Moderate,Motorcycle,Petrol,0.55
12.8,28.3,27.1,High,Sedan,Diesel,2.77
7.1,22.3,19.1,High,Sedan,Petrol,1.85
6.3,8.1,46.5,Low,Hatchback,Diesel,0.9
3.2,5.5,35.1,Moderate,Hatchback,Diesel,0.54
17.9,25.2,42.7,Moderate,Motorcycle,Petrol,1.69
10.7,19.5,32.9,Moderate,SUV,Diesel,2.81
8.1,11.7,41.6,Moderate,Sedan,Diesel,1.44
17.7,23.8,44.7,Moderate,Sedan,Diesel,3.25
7,7.1,59.1,Low,Sedan,Petrol,1.35
9.1,29.8,18.3,High,Hatchback,Petrol,2.06
4.2,4.4,56.8,Low,Hatchback,Petrol,0.69
16,30.7,31.3,Moderate,Hatchback,Petrol,2.99
35,132.1,15.9,High,Sedan,Diesel,8.8
3.9,18.1,12.9,Severe,SUV,Diesel,1.55
7.5,14.1,32,Moderate,Motorcycle,Petrol,0.78
4.4,14.8,17.8,High,Hatchback,Petrol,1.04
8.7,49.7,10.5,Severe,Hatchback,Petrol,2.47
4.9,5.4,54.6,Low,Hatchback,Petrol,0.75
31.6,46.5,40.8,Moderate,SUV,Petrol,8.94
15,23,39.2,Moderate,Hatchback,Petrol,2.66
10.7,38,16.9,High,Motorcycle,Petrol,1.34
11,15.5,42.5,Moderate,SUV,Petrol,3.21
4.9,18.3,16.1,High,Motorcycle,Petrol,0.62
18.9,19.9,57,Low,Hatchback,Petrol,3.16
5,10.9,27.4,High,Hatchback,Petrol,1
9.6,96,6,Severe,SUV,Petrol,4.38
12.5,42.4,17.7,High,SUV,Petrol,4.49
13.6,20.4,40,Moderate,Motorcycle,Petrol,1.3
5.2,9.6,32.4,Moderate,Motorcycle,Petrol,0.54
4.5,32.9,8.2,Severe,Hatchback,Diesel,1.13
16.1,29.1,33.2,Moderate,SUV,Diesel,3.99
46.2,67.8,40.9,Moderate,Motorcycle,Petrol,4.62
19.9,34.6,34.5,Moderate,Hatchback,Diesel,3.06
30.3,47.5,38.3,Moderate,Sedan,Diesel,5.74
4.8,5.7,50.5,Low,Sedan,Petrol,0.94
5.2,25.4,12.3,Severe,SUV,Diesel,2.01
30.3,41.7,43.6,Moderate,Sedan,Petrol,6.48
10.8,11.4,56.6,Low,Hatchback,Diesel,1.5
33,49.7,39.8,Moderate,Sedan,Petrol,7.44
4.4,5,53.1,Low,Hatchback,Petrol,0.68
7.9,12.9,36.7,Moderate,Sedan,Petrol,1.69
5.2,6.8,46.2,Low,Sedan,Petrol,0.98
6,21.2,17,High,Hatchback,Petrol,1.38
12,27.7,26,High,Hatchback,Petrol,2.59
9.4,10.2,55.1,Low,Sedan,Petrol,1.75
10.2,13.7,44.8,Moderate,Sedan,Diesel,1.9
2.4,8,18,High,Hatchback,Diesel,0.5
2.4,10.1,14.3,Severe,Motorcycle,Petrol,0.4
7.6,8.8,51.8,Low,Hatchback,Petrol,1.22
6.2,10,37.2,Moderate,SUV,Petrol,1.9
6.7,25.6,15.7,High,Hatchback,Petrol,1.59
10.5,41.7,15.1,High,Hatchback,Petrol,2.5
18.6,19.2,58,Low,Sedan,Petrol,3.49
37.5,52.3,43,Moderate,Sedan,Petrol,7.84
19.3,23.8,48.7,Low,Sedan,Petrol,3.63
4.8,7.3,39.4,Moderate,Hatchback,Diesel,0.78
29.4,62.1,28.4,High,SUV,Petrol,10.09
3.2,7.7,24.9,High,Hatchback,Petrol,0.77
16.3,29.1,33.6,Moderate,Hatchback,Diesel,2.74
6.3,11.8,32.1,Moderate,Sedan,Diesel,1.28
7.6,14.2,32,Moderate,Motorcycle,Petrol,0.83
9.5,69.5,8.2,Severe,Sedan,Diesel,2.82
9,20.4,26.5,High,Motorcycle,Petrol,1.05
5.5,23.7,13.9,Severe,Motorcycle,Petrol,0.88
11.1,11.8,56.4,Low,Sedan,Petrol,2.12
3.9,11.5,20.4,High,SUV,Petrol,1.46
17.1,24,42.8,Moderate,Sedan,Petrol,3.46
8.1,9.9,49,Low,Sedan,Diesel,1.44
10.7,43.1,14.9,Severe,Motorcycle,Petrol,1.74
5.7,9.5,36.1,Moderate,Hatchback,Diesel,0.91
6.9,17.3,23.9,High,Sedan,Diesel,1.73
14.5,55.8,15.6,High,Motorcycle,Petrol,1.88
7.9,12.6,37.7,Moderate,Sedan,Petrol,1.7
4.4,12.1,21.9,High,Sedan,Petrol,1.15
11.4,31.4,21.8,High,SUV,Petrol,4.38
30.4,35.6,51.2,Low,Sedan,Petrol,5.83
12,21.3,33.8,Moderate,SUV,Diesel,3.14
11.2,13,51.7,Low,Hatchback,Petrol,1.77
15.1,103,8.8,Severe,Hatchback,Diesel,3.99
16.6,17.2,58,Low,Hatchback,Diesel,2.31
8.1,12.3,39.4,Moderate,Hatchback,Petrol,1.45
12.5,17.5,42.8,Moderate,Sedan,Petrol,2.71
6.7,11.1,36.2,Moderate,Hatchback,Petrol,1.21
16.2,22.9,42.4,Moderate,Hatchback,Petrol,2.89
8.8,19.1,27.6,High,Hatchback,Diesel,1.54
3.4,8.4,24.2,High,SUV,Petrol,1.31
5.6,7.6,44,Moderate,Hatchback,Petrol,0.97
2.5,3.9,38.3,Moderate,Hatchback,Petrol,0.47
6.2,9.2,40.4,Moderate,Sedan,Petrol,1.33
19.9,29.6,40.3,Moderate,Motorcycle,Petrol,2.07
6.9,10.9,37.9,Moderate,Motorcycle,Petrol,0.71
6.5,9.9,39.5,Moderate,Sedan,Petrol,1.44
19.8,26.2,45.4,Low,Sedan,Petrol,3.89
20,34.3,35,Moderate,Sedan,Petrol,4.17
4.3,13.2,19.6,High,Sedan,Petrol,1.12
13.4,33.2,24.2,High,Hatchback,Petrol,3.03
7.4,34.2,13,Severe,Sedan,Petrol,2.58
28.1,40.3,41.8,Moderate,Sedan,Diesel,5.43
7.8,12.3,38,Moderate,Hatchback,Diesel,1.3
25.3,194.6,7.8,Severe,Hatchback,Diesel,6.5
28.6,44.1,38.9,Moderate,Motorcycle,Petrol,3.05
13.1,15.4,51.2,Low,Sedan,Petrol,2.48
40.4,76.5,31.7,Moderate,SUV,Diesel,10.69
2.2,3.5,37.5,Moderate,Hatchback,Diesel,0.36
17.8,18.4,58.1,Low,SUV,Diesel,3.99
7.8,11.5,40.7,Moderate,Sedan,Petrol,1.7
15.9,18.3,52,Low,Hatchback,Petrol,2.58
6.6,9.1,43.4,Moderate,Hatchback,Petrol,1.14
5.5,7,47.2,Low,Hatchback,Petrol,0.89
12.1,20.9,34.8,Moderate,Hatchback,Diesel,1.91
2.6,7.8,20.1,High,Sedan,Petrol,0.71
11.1,13,51.4,Low,Hatchback,Petrol,1.79
30.5,92.9,19.7,High,SUV,Diesel,9.81
19.7,53.7,22,High,Hatchback,Diesel,4.13
14.6,34.1,25.7,High,Sedan,Petrol,3.54
29.3,197.5,8.9,Severe,SUV,Diesel,12.02
26.8,30.9,52.1,Low,Hatchback,Petrol,4.15
16,20.6,46.5,Low,SUV,Diesel,3.46
17.9,29.8,36,Moderate,Sedan,Petrol,3.95
44.6,63.4,42.2,Moderate,Sedan,Diesel,8.29
15.4,23.2,39.9,Moderate,Hatchback,Diesel,2.51
15.9,24.9,38.3,Moderate,SUV,Petrol,4.99
2.9,6.5,26.6,High,Hatchback,Petrol,0.62
8.5,17.9,28.5,High,Sedan,Petrol,2.04
6.3,9.8,38.7,Moderate,Hatchback,Diesel,1
19.1,26,44.1,Moderate,Sedan,Diesel,3.52
2.1,14,9,Severe,Hatchback,Petrol,0.6
10.5,23.1,27.3,High,Hatchback,Diesel,2
7.6,13.1,34.8,Moderate,Hatchback,Petrol,1.41
14.7,17.4,50.8,Low,Motorcycle,Petrol,1.37
10,35.3,17,High,Hatchback,Petrol,2.35
14.4,149,5.8,Severe,Sedan,Petrol,4.94
16,29.4,32.7,Moderate,Sedan,Petrol,3.49
3.5,8.9,23.7,High,SUV,Petrol,1.31
6.4,8.6,44.7,Moderate,Sedan,Diesel,1.15
16.9,18.1,56,Low,Motorcycle,Petrol,1.59
14.6,15,58.3,Low,Hatchback,Petrol,2.39
37,82.2,27,High,Hatchback,Petrol,7.65
14.7,23.8,37,Moderate,SUV,Petrol,4.62
12.9,13.2,58.8,Low,SUV,Diesel,2.86
5.8,7.6,45.8,Low,Motorcycle,Petrol,0.54
12.9,14.7,52.6,Low,Motorcycle,Petrol,1.14
4.2,16.6,15.2,High,Hatchback,Petrol,0.97
5.6,17.8,18.9,High,SUV,Petrol,2.16
25.1,31.9,47.2,Low,Motorcycle,Petrol,2.18
19.9,64.2,18.6,High,Sedan,Petrol,5.28
13.5,30.8,26.3,High,Hatchback,Petrol,2.81
8,20.9,23,High,Hatchback,Diesel,1.61
9,9.2,58.9,Low,Sedan,Diesel,1.6
10.4,54.7,11.4,Severe,Motorcycle,Petrol,1.68
32.9,58.1,34,Moderate,Hatchback,Diesel,5.26
17.5,44.1,23.8,High,Hatchback,Petrol,4.1
6.4,14,27.5,High,Hatchback,Petrol,1.29
3.8,6.9,32.9,Moderate,Hatchback,Petrol,0.73
18.4,96.8,11.4,Severe,SUV,Petrol,8.98
7.3,18.6,23.5,High,Motorcycle,Petrol,0.98
12.5,17,44,Moderate,Sedan,Diesel,2.29
9.2,27.7,19.9,High,Hatchback,Petrol,2.17
4.7,4.8,59.3,Low,Hatchback,Petrol,0.75
29.2,33.4,52.4,Low,Hatchback,Diesel,3.97
19.1,69.5,16.5,High,Hatchback,Petrol,4.28
9.2,10.1,54.6,Low,Motorcycle,Petrol,0.84
7.6,42.6,10.7,Severe,Sedan,Diesel,2.34
8.8,19.7,26.8,High,Sedan,Petrol,2.29
27.2,37.1,44,Moderate,Hatchback,Diesel,4.15
19.6,22.2,53,Low,Motorcycle,Petrol,1.69
17.7,60.3,17.6,High,Hatchback,Petrol,3.95
19,55.9,20.4,High,Hatchback,Petrol,4.47
3.5,8.8,23.9,High,Sedan,Petrol,0.96
6.3,17.4,21.7,High,Motorcycle,Petrol,0.78
8.3,10.6,46.8,Low,SUV,Diesel,1.82
18.7,20.9,53.7,Low,Motorcycle,Petrol,1.61
7.2,9.9,43.8,Moderate,Hatchback,Diesel,1.07
2.4,3.4,41.9,Moderate,Sedan,Petrol,0.51
21.6,30.9,42,Moderate,Hatchback,Diesel,3.3
34.7,104.6,19.9,High,Motorcycle,Petrol,4.52
8.7,19.7,26.5,High,Sedan,Petrol,2.09
5.3,13.6,23.3,High,Sedan,Diesel,1.24
8.8,19.8,26.7,High,Hatchback,Petrol,1.76
2.7,5.7,28.3,High,Sedan,Diesel,0.62
12.1,31.8,22.8,High,Sedan,Diesel,2.99
3.4,4.6,44.3,Moderate,Sedan,Diesel,0.63
3.9,4.4,53,Low,Hatchback,Petrol,0.64
12.2,29.4,24.9,High,Hatchback,Petrol,2.89
19.7,36.3,32.6,Moderate,SUV,Petrol,6
5.5,7.8,42.1,Moderate,SUV,Petrol,1.61
22.6,60.8,22.3,High,Hatchback,Diesel,4.65
13.3,14.5,55.2,Low,Hatchback,Diesel,1.83
7.9,23,20.6,High,Hatchback,Petrol,1.81
22.2,140.2,9.5,Severe,Hatchback,Petrol,6.58
19.8,37.2,31.9,Moderate,SUV,Petrol,5.73
26.9,32.2,50.2,Low,Motorcycle,Petrol,2.45
16.4,56.2,17.5,High,Motorcycle,Petrol,2.2
8.9,11.9,44.9,Moderate,Sedan,Diesel,1.63
17.4,29.9,34.9,Moderate,Sedan,Diesel,3.45
6.6,6.6,59.7,Low,Hatchback,Petrol,1.08
6.2,8.9,42,Moderate,SUV,Petrol,1.73
10.1,20.8,29.2,High,Hatchback,Petrol,2.15
5.8,8.6,40.5,Moderate,Motorcycle,Petrol,0.59
5.6,12,28.1,High,Sedan,Diesel,1.23
16.3,60.7,16.1,High,Motorcycle,Petrol,2.07
5.4,7.3,44.2,Moderate,Sedan,Diesel,1.04
9,34.2,15.8,High,Motorcycle,Petrol,1.18
21.7,33.1,39.3,Moderate,Hatchback,Petrol,4.03
7.7,10.3,44.7,Moderate,Hatchback,Petrol,1.35
28.7,242.5,7.1,Severe,SUV,Petrol,13.33
7.4,14.3,31,Moderate,Hatchback,Petrol,1.37
7.7,20.1,23,High,Hatchback,Petrol,1.82
32.1,337.9,5.7,Severe,Motorcycle,Petrol,5.21
9.2,12.5,44.3,Moderate,Hatchback,Petrol,1.65
18.7,28.5,39.4,Moderate,Hatchback,Diesel,3.04
4.8,7.3,39.7,Moderate,Hatchback,Petrol,0.92
9.6,27.2,21.2,High,Hatchback,Petrol,2.17
17,47,21.7,High,Hatchback,Petrol,4.02
4.1,5.5,44.6,Moderate,SUV,Petrol,1.16
11.7,58,12.1,Severe,Hatchback,Diesel,3.07
16.7,20.6,48.6,Low,Hatchback,Petrol,2.57
3.5,6.9,30.5,Moderate,Hatchback,Petrol,0.64
11.6,15.9,43.8,Moderate,Sedan,Petrol,2.34
13.2,14.1,56.1,Low,Motorcycle,Petrol,1.17
14.7,20,44.2,Moderate,Motorcycle,Petrol,1.47
6.5,41.5,9.4,Severe,SUV,Diesel,2.7
6.4,10.7,36,Moderate,SUV,Petrol,1.84
7.1,12.8,33.3,Moderate,Motorcycle,Petrol,0.72
6.3,9.4,40.1,Moderate,Hatchback,Petrol,1.07
6.8,28.9,14.1,Severe,Hatchback,Petrol,2.04
5,8.5,35.3,Moderate,Motorcycle,Petrol,0.54
7.8,10.4,44.9,Moderate,SUV,Petrol,2.3
45.6,160,17.1,High,Sedan,Petrol,12.09
18.7,196.8,5.7,Severe,Motorcycle,Petrol,3.13
5.3,34.9,9.1,Severe,Sedan,Diesel,1.67
3.5,5.5,38.3,Moderate,Hatchback,Diesel,0.58
6.5,12.8,30.4,Moderate,Hatchback,Petrol,1.26
27.1,57.3,28.4,High,Sedan,Petrol,6.89
3,4,44.9,Moderate,Hatchback,Diesel,0.47
18.7,50.8,22.1,High,SUV,Petrol,7
18.5,24.2,45.9,Low,Hatchback,Diesel,2.5
4.2,5.8,43.7,Moderate,Hatchback,Petrol,0.74
27.7,93.9,17.7,High,Hatchback,Diesel,5.6
32.4,99.7,19.5,High,SUV,Diesel,9.83
18.2,20.7,52.8,Low,Hatchback,Petrol,2.87
21.5,26.7,48.3,Low,Hatchback,Diesel,3.04
27.9,43.7,38.3,Moderate,SUV,Petrol,8.35
8.6,52.7,9.8,Severe,Hatchback,Petrol,2.57
29,86.6,20.1,High,SUV,Petrol,11.18
8.9,11,48.4,Low,Hatchback,Petrol,1.36
17.8,18.9,56.6,Low,SUV,Petrol,4.45
15.1,19.4,46.8,Low,Hatchback,Petrol,2.46
17.8,150.4,7.1,Severe,Motorcycle,Petrol,2.81
2.7,5.6,29.1,High,Motorcycle,Petrol,0.31
6,19.4,18.6,High,Sedan,Petrol,1.65
3.7,4.5,49.2,Low,Motorcycle,Petrol,0.33
37.5,59.8,37.6,Moderate,SUV,Petrol,11.36
9.7,11.6,50.3,Low,Hatchback,Petrol,1.51
9.9,12.7,46.7,Low,Hatchback,Diesel,1.41
10.4,19.7,31.7,Moderate,Hatchback,Petrol,1.89
46.1,80.4,34.4,Moderate,Motorcycle,Petrol,4.64
8.7,13,40.2,Moderate,Hatchback,Diesel,1.34
5.5,20.2,16.3,High,Hatchback,Petrol,1.28
9.4,100.7,5.6,Severe,Motorcycle,Petrol,1.51
19.9,20.7,57.6,Low,SUV,Petrol,5.28
12.7,30.9,24.7,High,Sedan,Petrol,3.5
5.9,8.5,41.5,Moderate,Hatchback,Petrol,1.04
11.3,14.8,45.8,Low,Hatchback,Diesel,1.66
7.4,8.2,54.3,Low,Hatchback,Petrol,1.21
17.9,26.9,39.9,Moderate,Sedan,Petrol,3.87
28.2,319.2,5.3,Severe,Sedan,Diesel,8.59
5,9.8,30.5,Moderate,Sedan,Diesel,0.96
14.9,16.1,55.7,Low,Sedan,Petrol,2.88
16.9,27.3,37.1,Moderate,Motorcycle,Petrol,1.76
6,32.1,11.2,Severe,Hatchback,Diesel,1.5
2.4,7.1,20.2,High,SUV,Petrol,0.93
2.8,4.7,35.4,Moderate,Hatchback,Diesel,0.44
15.9,167.4,5.7,Severe,Hatchback,Petrol,4.39
5.7,14.6,23.5,High,Motorcycle,Petrol,0.72
15.9,108.4,8.8,Severe,Hatchback,Petrol,4.75
7.4,11.8,37.5,Moderate,SUV,Petrol,2.25
5.5,7.7,42.7,Moderate,SUV,Diesel,1.34
2.4,16,9,Severe,Hatchback,Diesel,0.58
21.4,41.4,31,Moderate,SUV,Petrol,6.24
16.5,23.5,42.1,Moderate,Sedan,Petrol,3.35
7,10.1,41.5,Moderate,Hatchback,Petrol,1.26
28.7,38.8,44.4,Moderate,SUV,Petrol,8.57
16.1,44.9,21.5,High,Sedan,Petrol,4.41
3.2,3.5,55.3,Low,Hatchback,Petrol,0.5
21,34.8,36.2,Moderate,SUV,Petrol,6.15
14.1,17.7,47.9,Low,Hatchback,Diesel,1.97
14.4,55.4,15.6,High,Hatchback,Petrol,3.23
29.9,31,57.8,Low,Motorcycle,Petrol,2.69
8.9,9.9,54,Low,Motorcycle,Petrol,0.83
4.9,17.9,16.4,High,Motorcycle,Petrol,0.65
2.9,6,29,High,Sedan,Diesel,0.68
23.8,76.8,18.6,High,Hatchback,Diesel,4.71
13.9,45.1,18.5,High,Sedan,Petrol,3.67
46,71.1,38.8,Moderate,Sedan,Petrol,10.55
5.4,11,29.4,High,Motorcycle,Petrol,0.67
7.7,30.2,15.3,High,Motorcycle,Petrol,1.01
29.9,150.8,11.9,Severe,SUV,Petrol,14.16
9.7,13.8,42.2,Moderate,Hatchback,Diesel,1.55
9.3,12.5,44.7,Moderate,Hatchback,Petrol,1.69
3.7,7.7,28.7,High,Sedan,Diesel,0.85
2.3,5.1,27.3,High,Motorcycle,Petrol,0.27
8.7,18.5,28.2,High,SUV,Diesel,2.56
13.5,29.8,27.2,High,SUV,Petrol,4.39
7.1,15.8,26.9,High,Hatchback,Petrol,1.51
2.7,3.1,52.7,Low,Motorcycle,Petrol,0.25
18.5,41.3,26.9,High,Hatchback,Petrol,3.98
7.5,16.7,27,High,Hatchback,Petrol,1.52
